datetime,count,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,tzoffset,day
2020-02-27,43411,1582779600,6.3,0.0,4.0,3.7,-5.7,-0.3,-4.1,59.8,9.17,,29.17,,0.0,0.0,68.3,32.7,224.7,1000.6,77.2,13.7,323.6,14.0,6.0,06:33:40,1582803220,17:44:27,1582843467,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,,27
2020-02-28,43360,1582866000,4.9,-1.6,1.4,1.6,-7.3,-3.1,-12.5,35.59,0.0,,0.0,,0.0,0.0,51.5,32.1,260.1,1009.8,43.1,16.0,323.3,14.0,7.0,06:32:10,1582889530,17:45:36,1582929936,0.1,Partially cloudy,Partly cloudy throughout the day.,wind,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,,28
2020-02-29,29252,1582952400,1.2,-2.8,-0.8,-2.4,-9.6,-5.5,-13.5,37.79,0.0,,0.0,,0.0,0.0,45.1,26.3,283.3,1012.1,34.8,16.0,279.5,12.1,6.0,06:30:38,1582975838,17:46:45,1583016405,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,,29
2020-03-01,31878,1583038800,6.2,-3.9,1.2,5.0,-10.0,-2.0,-11.0,40.86,0.0,,0.0,,0.0,0.0,44.6,20.8,302.9,1019.7,5.2,16.0,409.2,17.7,8.0,06:29:06,1583062146,17:47:53,1583102873,0.18,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,,1
2020-03-02,56946,1583125200,13.8,4.0,9.4,13.8,1.9,8.6,-1.9,46.17,0.0,,0.0,,0.0,0.0,42.5,18.6,198.7,1014.3,23.6,16.0,363.2,15.7,7.0,06:27:34,1583148454,17:49:01,1583189341,0.23,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,,2
2020-03-03,49723,1583211600,14.9,9.4,11.8,14.9,7.9,11.6,6.9,73.05,6.72,,33.33,,0.0,0.0,52.4,19.0,202.1,1004.1,49.0,13.3,181.3,7.8,5.0,06:26:00,1583234760,17:50:09,1583275809,0.28,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,,3
2020-03-04,58670,1583298000,12.9,7.8,10.1,12.9,4.3,8.8,-1.6,45.88,0.11,,8.33,,0.0,0.0,59.2,37.9,273.2,1006.6,20.2,16.0,409.8,17.7,7.0,06:24:26,1583321066,17:51:16,1583362276,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,,4
2020-03-05,58686,1583384400,10.8,3.9,7.0,10.8,0.3,5.3,-3.5,48.8,0.0,,0.0,,0.0,0.0,50.0,22.5,272.4,1018.2,9.0,16.0,399.9,17.3,7.0,06:22:52,1583407372,17:52:24,1583448744,0.38,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,,5
2020-03-06,34135,1583470800,6.7,2.9,5.0,5.4,-0.6,2.2,1.3,77.37,5.81,,37.5,,0.0,0.0,37.1,20.8,63.0,1012.4,53.5,14.2,94.9,4.1,2.0,06:21:17,1583493677,17:53:31,1583535211,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,,6
2020-03-07,39448,1583557200,8.8,2.3,4.9,6.8,-2.3,1.8,-8.5,44.31,0.0,,0.0,,0.0,0.0,49.6,31.6,309.5,1021.4,24.9,16.0,420.8,18.2,8.0,06:19:41,1583579981,17:54:37,1583621677,0.46,Partially cloudy,Clearing in the afternoon.,wind,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,,7
2020-03-08,46994,1583643600,15.0,2.1,7.9,15.0,-1.3,6.6,-9.3,29.65,0.0,,0.0,,0.0,0.0,37.1,17.2,267.4,1029.2,20.7,16.0,365.8,15.8,7.0,07:18:05,1583666285,18:55:44,1583708144,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,,8
2020-03-09,68768,1583726400,21.8,8.1,14.6,21.8,6.0,14.1,-5.1,26.64,0.0,,0.0,,0.0,0.0,47.9,24.3,229.9,1026.2,4.7,16.0,432.4,18.7,8.0,07:16:29,1583752589,18:56:50,1583794610,0.5,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,9
2020-03-10,64277,1583812800,18.4,12.2,15.9,18.4,12.2,15.9,4.5,47.23,0.0,,0.0,,0.0,0.0,52.3,21.8,232.7,1017.7,48.0,16.0,165.3,7.1,4.0,07:14:52,1583838892,18:57:56,1583881076,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,10
2020-03-11,61816,1583899200,15.3,6.2,10.6,15.3,3.7,10.0,-1.4,45.14,0.0,,0.0,,0.0,0.0,49.7,20.0,149.7,1018.3,25.6,16.0,298.4,14.0,6.0,07:13:14,1583925194,18:59:01,1583967541,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,11
2020-03-12,51332,1583985600,9.3,6.5,7.9,8.7,4.4,6.5,1.0,63.38,0.76,,12.5,,0.0,0.0,,15.0,55.8,1020.3,72.7,15.8,92.8,4.3,2.0,07:11:37,1584011497,19:00:07,1584054007,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,12
2020-03-13,43343,1584072000,20.7,7.1,13.1,20.7,3.8,12.4,4.4,66.83,6.05,,37.5,,0.0,0.0,51.0,31.9,183.7,1011.9,65.2,11.1,249.3,10.8,7.0,07:09:59,1584097799,19:01:12,1584140472,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,13
2020-03-14,44239,1584158400,12.9,6.2,9.2,12.9,3.0,7.6,-6.5,32.8,0.0,,0.0,,0.0,0.0,47.1,29.5,300.6,1025.0,19.9,16.0,401.1,18.8,8.0,07:08:20,1584184100,19:02:17,1584226937,0.65,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,14
2020-03-15,36140,1584244800,12.1,5.6,8.2,12.1,2.2,6.8,-6.8,35.22,0.0,,0.0,,0.0,0.0,31.7,18.3,137.4,1030.1,42.0,16.0,394.3,18.5,8.0,07:06:42,1584270402,19:03:22,1584313402,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,15
2020-03-16,29481,1584331200,6.9,0.6,4.1,4.5,-4.0,0.6,-7.8,43.25,0.0,,0.0,,0.0,0.0,51.8,23.4,74.6,1034.1,31.2,16.0,375.6,17.6,8.0,07:05:03,1584356703,19:04:27,1584399867,0.76,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,16
2020-03-17,24331,1584417600,12.3,4.9,8.3,12.3,2.2,7.4,3.8,74.12,4.14,,37.5,,0.0,0.0,33.5,14.6,181.6,1022.6,80.6,14.9,211.8,9.2,5.0,07:03:24,1584443004,19:05:31,1584486331,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,17
2020-03-18,30496,1584504000,11.6,5.6,8.5,11.6,4.5,7.5,-2.9,45.04,0.0,,0.0,,0.0,0.0,38.9,18.4,199.6,1029.9,17.9,16.0,378.4,17.7,7.0,07:01:45,1584529305,19:06:36,1584572796,0.86,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,18
2020-03-19,20842,1584590400,10.7,5.0,8.1,10.7,2.6,6.6,4.9,81.02,21.73,,37.5,,0.0,0.0,25.9,17.0,51.6,1024.6,97.5,12.0,123.9,5.4,3.0,07:00:05,1584615605,19:07:40,1584659260,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,19
2020-03-20,31327,1584676800,24.8,8.4,14.8,24.8,6.0,14.4,9.2,72.52,0.0,,0.0,,0.0,0.0,48.1,27.7,175.1,1014.3,77.9,12.6,190.0,8.9,5.0,06:58:26,1584701906,19:08:44,1584745724,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,20
2020-03-21,31712,1584763200,20.6,5.7,9.7,20.6,2.6,8.2,-4.7,37.96,0.0,,0.0,,0.0,0.0,50.7,28.0,185.6,1023.7,34.3,16.0,406.5,19.0,8.0,06:56:46,1584788206,19:09:48,1584832188,0.97,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,21
2020-03-22,19891,1584849600,7.0,0.8,3.5,5.1,-4.8,-0.3,-9.7,38.39,0.0,,0.0,,0.0,0.0,38.9,25.1,69.8,1036.3,47.2,16.0,362.8,17.0,7.0,06:55:07,1584874507,19:10:51,1584918651,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,22
2020-03-23,3999,1584936000,5.0,2.2,3.2,2.0,-1.8,-0.5,-0.1,79.77,28.41,,50.0,,0.0,0.0,38.3,24.2,126.4,1026.9,82.3,10.1,46.4,2.2,1.0,06:53:27,1584960807,19:11:55,1585005115,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,23
2020-03-24,20863,1585022400,12.2,2.3,7.0,12.2,-2.1,5.1,0.1,63.78,0.0,,0.0,,0.0,0.0,38.9,18.9,201.3,1019.0,24.4,16.0,453.1,21.2,8.0,06:51:48,1585047108,19:12:58,1585091578,0.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,24
2020-03-25,12066,1585108800,7.2,4.4,5.8,4.0,0.8,2.5,0.8,70.73,0.28,,4.17,,0.0,0.0,45.1,23.6,52.4,1018.4,60.9,15.9,123.8,5.3,2.0,06:50:08,1585133408,19:14:02,1585178042,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,25
2020-03-26,21996,1585195200,14.4,3.2,8.0,14.4,0.6,7.1,0.0,58.37,0.0,,0.0,,0.0,0.0,33.5,20.8,236.1,1015.2,2.7,16.0,448.9,21.0,8.0,06:48:29,1585219709,19:15:05,1585264505,0.02,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,26
2020-03-27,26504,1585281600,19.8,10.0,14.4,19.8,10.0,14.4,1.0,46.49,0.0,,0.0,,0.0,0.0,33.5,17.4,255.9,1010.6,31.6,16.0,414.1,20.9,9.0,06:46:49,1585306009,19:16:09,1585350969,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,27
2020-03-28,8871,1585368000,12.7,7.2,8.9,12.7,4.2,7.3,1.3,63.69,9.32,,41.67,,0.0,0.0,,19.0,60.1,1018.7,55.8,13.2,62.9,2.9,2.0,06:45:10,1585392310,19:17:12,1585437432,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,28
2020-03-29,9646,1585454400,8.3,7.2,7.4,6.1,3.3,4.1,6.5,93.84,1.83,,33.33,,0.0,0.0,45.1,26.5,58.6,1014.1,99.9,5.8,57.1,2.7,1.0,06:43:31,1585478611,19:18:15,1585523895,0.11,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,29
2020-03-30,15041,1585540800,10.9,5.7,8.0,10.9,3.7,6.5,5.2,82.79,1.12,,8.33,,0.0,0.0,,13.5,66.8,1013.6,96.3,15.0,152.6,7.1,3.0,06:41:52,1585564912,19:19:18,1585610358,0.15,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,30
2020-03-31,14996,1585627200,8.9,4.9,6.6,8.3,1.4,4.6,2.2,74.34,0.83,,12.5,,0.0,0.0,27.7,17.9,98.4,1015.7,94.0,15.1,107.4,5.0,3.0,06:40:14,1585651214,19:20:21,1585696821,0.2,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,31
2020-04-01,20363,1585713600,12.7,3.4,8.0,12.7,-1.2,6.3,-2.3,50.54,0.0,,0.0,,0.0,0.0,44.6,22.0,109.4,1009.1,35.2,16.0,414.3,20.9,9.0,06:38:35,1585737515,19:21:24,1585783284,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,1
2020-04-02,19012,1585800000,13.9,3.4,9.1,13.9,-0.1,7.7,-3.0,43.54,0.0,,0.0,,0.0,0.0,52.7,31.7,312.5,1005.4,47.4,16.0,380.9,19.2,9.0,06:36:57,1585823817,19:22:27,1585869747,0.31,Partially cloudy,Partly cloudy throughout the day.,wind,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,2
2020-04-03,11309,1585886400,11.2,7.3,9.6,11.2,4.1,8.2,3.3,65.44,3.35,,41.67,,0.0,0.0,49.7,35.1,299.4,1005.1,84.9,15.3,183.4,9.2,5.0,06:35:19,1585910119,19:23:30,1585956210,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,3
2020-04-04,28867,1585972800,16.1,7.9,10.8,16.1,5.2,10.0,4.8,68.06,0.45,,8.33,,0.0,0.0,33.5,18.3,77.4,1014.6,75.3,14.8,306.0,15.4,9.0,06:33:42,1585996422,19:24:33,1586042673,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,4
2020-04-05,25755,1586059200,18.1,8.3,12.0,18.1,7.4,11.9,6.5,70.36,0.0,,0.0,,0.0,0.0,27.7,17.7,87.2,1016.3,66.8,16.0,257.6,13.0,8.0,06:32:05,1586082725,19:25:36,1586129136,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,5
2020-04-06,24660,1586145600,18.8,9.3,13.5,18.8,8.1,13.2,0.5,47.72,1.78,,12.5,,0.0,0.0,27.7,17.0,179.4,1015.5,17.6,15.4,466.9,23.5,9.0,06:30:28,1586169028,19:26:39,1586215599,0.48,Rain,Clear conditions throughout the day with early morning rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,6
2020-04-07,23646,1586232000,19.1,11.2,14.1,19.1,11.2,14.1,-2.4,33.13,0.0,,0.0,,0.0,0.0,42.5,21.7,245.9,1011.7,30.5,16.0,411.6,20.7,8.0,06:28:52,1586255332,19:27:41,1586302061,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,7
2020-04-08,20744,1586318400,17.7,9.9,13.7,17.7,9.0,13.7,8.0,70.35,3.86,,12.5,,0.0,0.0,29.5,12.8,145.0,1001.2,61.1,13.5,277.1,14.0,7.0,06:27:16,1586341636,19:28:44,1586388524,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,8
2020-04-09,14192,1586404800,13.9,8.3,10.6,13.9,6.5,10.0,4.1,66.92,3.19,,16.67,,0.0,0.0,62.4,35.2,220.8,995.4,43.7,15.3,157.0,7.3,4.0,06:25:41,1586427941,19:29:47,1586474987,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,9
2020-04-10,16276,1586491200,9.3,3.4,6.5,5.6,-0.7,3.1,-3.2,51.26,0.31,,8.33,,0.0,0.0,65.0,45.5,279.1,997.0,64.7,16.0,188.1,9.5,5.0,06:24:06,1586514246,19:30:50,1586561450,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,10
2020-04-11,33142,1586577600,12.8,3.4,8.1,12.8,-0.5,6.1,-7.2,34.09,0.0,,0.0,,0.0,0.0,40.4,26.6,280.9,1011.9,10.2,16.0,474.4,23.9,9.0,06:22:32,1586600552,19:31:53,1586647913,0.58,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,11
2020-04-12,31564,1586664000,16.7,7.0,12.0,16.7,6.3,11.9,-0.5,43.42,0.0,,0.0,,0.0,0.0,38.9,20.6,147.2,1020.1,24.7,16.0,348.6,17.6,8.0,06:20:58,1586686858,19:32:56,1586734376,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,12
2020-04-13,7797,1586750400,19.0,11.8,14.7,19.0,11.8,14.7,12.2,86.48,35.02,,75.0,,0.0,0.0,61.4,27.9,193.2,1007.1,76.6,8.5,39.6,1.9,1.0,06:19:25,1586773165,19:33:59,1586820839,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,13
2020-04-14,25283,1586836800,15.0,8.4,11.3,15.0,5.8,10.6,-0.9,43.77,0.0,,0.0,,0.0,0.0,45.5,22.1,267.6,1015.8,26.8,16.0,374.4,18.9,8.0,06:17:53,1586859473,19:35:02,1586907302,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,14
2020-04-15,22188,1586923200,11.1,5.7,8.6,11.1,1.9,7.1,-6.0,38.31,0.0,,0.0,,0.0,0.0,38.9,20.5,294.8,1014.2,40.0,16.0,473.0,23.8,10.0,06:16:21,1586945781,19:36:05,1586993765,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,15
2020-04-16,19570,1587009600,8.4,3.9,6.9,6.9,-0.2,4.0,-7.2,37.74,0.0,,0.0,,0.0,0.0,46.8,27.7,279.3,1018.1,62.2,16.0,395.7,19.9,9.0,06:14:50,1587032090,19:37:08,1587080228,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,16
2020-04-17,18893,1587096000,10.0,2.8,5.9,7.8,-0.7,4.0,-5.0,47.78,0.25,,8.33,,0.0,0.0,44.1,18.0,239.5,1022.2,35.5,15.7,312.5,16.9,8.0,06:13:20,1587118400,19:38:11,1587166691,0.88,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,17
2020-04-18,15909,1587182400,7.8,5.0,6.5,6.4,2.3,4.3,2.6,77.96,6.66,,54.17,,0.0,0.0,36.6,21.1,203.0,1009.4,77.3,11.9,96.0,4.8,2.0,06:11:51,1587204711,19:39:14,1587253154,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,18
2020-04-19,47049,1587268800,16.5,4.3,10.6,16.5,1.6,9.6,-2.1,42.2,0.0,,0.0,,0.0,0.0,43.8,26.8,240.5,1010.7,18.9,16.0,414.6,22.4,9.0,06:10:22,1587291022,19:40:17,1587339617,0.95,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,19
2020-04-20,21882,1587355200,13.3,9.4,11.4,13.3,7.9,11.1,-1.3,42.29,0.0,,0.0,,0.0,0.0,27.7,14.2,153.8,1004.3,22.2,16.0,175.5,2.5,3.0,06:08:54,1587377334,19:41:20,1587426080,0.97,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,20
2020-04-21,17050,1587441600,14.9,5.0,10.0,14.9,2.7,8.8,3.0,63.18,4.89,,20.83,,0.0,0.0,51.8,23.1,226.6,1001.7,24.1,14.9,238.3,12.9,6.0,06:07:27,1587463647,19:42:23,1587512543,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,21
2020-04-22,23783,1587528000,10.6,2.3,6.2,10.6,-1.3,3.4,-9.7,32.59,0.0,,0.0,,0.0,0.0,57.2,32.6,295.8,1010.6,22.4,16.0,490.4,26.5,10.0,06:06:01,1587549961,19:43:26,1587599006,1.0,Partially cloudy,Clearing in the afternoon.,wind,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,22
2020-04-23,19125,1587614400,10.5,4.4,6.9,10.5,1.6,5.9,-6.1,39.65,0.5,,8.33,,0.0,0.0,,11.7,228.3,1016.9,48.6,15.8,184.9,10.0,5.0,06:04:36,1587636276,19:44:29,1587685469,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,23
2020-04-24,12610,1587700800,9.4,5.7,7.6,8.4,2.3,5.3,6.1,89.94,15.1,,62.5,,0.0,0.0,44.6,25.2,100.6,1008.1,86.1,10.1,61.7,3.1,1.0,06:03:12,1587722592,19:45:32,1587771932,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,24
2020-04-25,58898,1587787200,17.6,6.6,11.5,17.6,6.6,11.5,3.0,60.09,0.0,,0.0,,0.0,0.0,31.8,18.9,116.8,1016.5,18.0,15.9,439.3,23.7,9.0,06:01:49,1587808909,19:46:35,1587858395,0.03,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,25
2020-04-26,9586,1587873600,10.6,6.2,8.6,10.6,3.3,6.3,5.0,78.89,5.16,,50.0,,0.0,0.0,62.9,38.5,50.8,1012.0,86.8,12.4,79.6,3.7,2.0,06:00:26,1587895226,19:47:38,1587944858,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,26
2020-04-27,17795,1587960000,9.4,4.0,6.7,6.9,0.0,4.2,2.3,73.94,0.0,,0.0,,0.0,0.0,42.5,25.3,226.5,1012.5,80.8,15.4,133.5,7.2,3.0,05:59:05,1587981545,19:48:40,1588031320,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,27
2020-04-28,39619,1588046400,18.8,5.1,11.2,18.8,3.2,10.7,0.5,52.36,0.0,,0.0,,0.0,0.0,33.5,14.1,274.2,1019.2,23.0,16.0,494.5,26.7,9.0,05:57:45,1588067865,19:49:43,1588117783,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,28
2020-04-29,21653,1588132800,14.3,8.4,10.4,14.3,6.4,9.9,6.0,74.96,0.31,,4.17,,0.0,0.0,35.3,26.9,68.8,1022.6,77.7,15.6,123.9,6.7,4.0,05:56:26,1588154186,19:50:46,1588204246,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,29
