datetime,count,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,tzoffset,day
2020-04-30,14542,1588219200,15.8,9.9,12.7,15.8,7.8,12.4,10.4,86.08,15.75,,58.33,,0.0,0.0,61.5,41.8,124.5,1016.2,89.1,11.1,94.2,4.7,3.0,05:55:09,1588240509,19:51:48,1588290708,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,30
2020-05-01,24945,1588305600,18.4,11.9,14.7,18.4,11.9,14.7,11.3,81.76,5.72,,37.5,,0.0,0.0,37.2,19.4,166.3,1006.0,79.3,11.9,200.9,10.8,7.0,05:53:52,1588326832,19:52:50,1588377170,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,1
2020-05-02,72808,1588392000,22.8,11.1,17.2,22.8,11.1,17.2,3.0,41.3,0.26,,4.17,,0.0,0.0,42.9,25.1,296.4,1012.8,12.8,16.0,467.1,25.2,9.0,05:52:37,1588413157,19:53:53,1588463633,0.34,Rain,Clear conditions throughout the day with early morning rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,2
2020-05-03,63731,1588478400,26.2,12.8,19.8,26.2,12.8,19.8,8.8,52.39,0.92,,8.33,,0.0,0.0,42.5,15.0,225.4,1007.6,35.4,15.8,413.7,20.9,8.0,05:51:23,1588499483,19:54:55,1588550095,0.39,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,3
2020-05-04,32356,1588564800,21.7,10.6,17.3,21.7,10.6,17.3,4.1,42.18,0.0,,0.0,,0.0,0.0,59.6,25.9,220.7,1005.8,52.2,16.0,374.3,20.2,9.0,05:50:10,1588585810,19:55:56,1588636556,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,4
2020-05-05,35078,1588651200,16.8,7.9,12.1,16.8,4.7,11.1,-5.0,33.3,0.0,,0.0,,0.0,0.0,44.6,26.2,254.0,1012.1,12.4,16.0,490.0,26.5,10.0,05:48:58,1588672138,19:56:58,1588723018,0.47,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,5
2020-05-06,17274,1588737600,12.7,7.4,9.6,12.7,7.0,8.7,4.1,69.72,1.62,,25.0,,0.0,0.0,33.5,21.5,69.2,1010.4,70.6,15.4,101.9,5.5,3.0,05:47:48,1588758468,19:57:59,1588809479,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,6
2020-05-07,43677,1588824000,19.2,7.9,13.4,19.2,6.4,13.1,-1.4,42.23,0.0,,0.0,,0.0,0.0,39.0,24.6,291.4,1007.5,51.8,16.0,518.8,28.0,10.0,05:46:39,1588844799,19:59:00,1588895940,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,7
2020-05-08,17326,1588910400,15.0,6.2,9.4,15.0,4.2,8.8,1.1,60.21,7.06,,45.83,,0.0,0.0,38.0,19.3,211.6,1008.1,77.8,13.2,108.1,5.8,3.0,05:45:32,1588931132,20:00:01,1588982401,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,8
2020-05-09,27747,1588996800,8.4,1.1,4.6,5.5,-4.0,1.0,-5.4,50.82,3.09,,12.5,,0.0,0.0,58.6,27.4,296.0,1010.2,45.4,15.5,403.9,21.8,10.0,05:44:26,1589017466,20:01:02,1589068862,0.53,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,9
2020-05-10,54504,1589083200,17.4,3.9,10.8,17.4,0.7,9.4,-4.2,36.38,0.0,,0.0,,0.0,0.0,47.9,28.9,248.3,1017.1,3.8,16.0,524.0,28.3,10.0,05:43:22,1589103802,20:02:02,1589155322,0.56,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,10
2020-05-11,22729,1589169600,15.6,8.3,11.6,15.6,5.6,11.4,4.0,60.54,1.47,,16.67,,0.0,0.0,60.3,19.7,266.1,1011.2,45.7,15.8,233.3,12.6,5.0,05:42:19,1589190139,20:03:02,1589241782,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,11
2020-05-12,35998,1589256000,14.9,6.2,10.6,14.9,3.2,9.5,-4.8,38.14,0.0,,0.0,,0.0,0.0,52.8,37.9,297.8,1016.1,32.5,16.0,538.8,29.1,10.0,05:41:17,1589276477,20:04:01,1589328241,0.65,Partially cloudy,Clearing in the afternoon.,wind,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,12
2020-05-13,40592,1589342400,17.2,5.1,11.3,17.2,2.4,10.5,-4.9,33.89,0.0,,0.0,,0.0,0.0,37.7,25.5,274.1,1024.5,2.8,16.0,544.5,29.4,10.0,05:40:17,1589362817,20:05:00,1589414700,0.7,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,13
2020-05-14,41586,1589428800,17.9,8.7,14.4,17.9,8.7,14.4,0.4,40.0,0.0,,0.0,,0.0,0.0,40.7,24.4,146.3,1023.7,17.9,16.0,546.5,27.5,10.0,05:39:19,1589449159,20:05:59,1589501159,0.75,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,14
2020-05-15,52903,1589515200,28.9,15.6,22.0,28.6,15.6,22.0,13.3,60.17,1.04,,12.5,,0.0,0.0,46.0,22.3,254.2,1013.3,45.6,15.9,413.4,22.3,10.0,05:38:22,1589535502,20:06:57,1589587617,0.8,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,15
2020-05-16,80292,1589601600,24.3,17.9,20.7,24.3,17.9,20.7,11.2,57.05,1.07,,12.5,,0.0,0.0,35.3,16.6,221.1,1016.2,29.5,15.6,478.7,25.9,10.0,05:37:27,1589621847,20:07:54,1589674074,0.85,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,16
2020-05-17,63553,1589688000,19.4,12.9,15.5,19.4,12.9,15.5,7.0,57.91,0.0,,0.0,,0.0,0.0,33.5,25.1,121.2,1024.4,46.7,16.0,466.1,25.2,9.0,05:36:33,1589708193,20:08:51,1589760531,0.89,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,17
2020-05-18,39154,1589774400,20.9,12.9,15.8,20.9,12.9,15.8,7.6,59.11,0.0,,0.0,,0.0,0.0,27.7,21.4,68.1,1020.7,59.2,16.0,342.6,18.5,7.0,05:35:42,1589794542,20:09:47,1589846987,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,18
2020-05-19,40934,1589860800,19.4,12.8,15.4,19.4,12.8,15.5,2.6,44.33,0.0,,0.0,,0.0,0.0,54.5,34.7,75.5,1023.7,6.1,16.0,420.6,22.7,8.0,05:34:52,1589880892,20:10:43,1589933443,0.96,Clear,Clear conditions throughout the day.,wind,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,19
2020-05-20,45558,1589947200,18.2,11.1,13.7,18.2,11.1,13.7,0.9,42.86,0.0,,0.0,,0.0,0.0,29.5,26.3,80.3,1029.9,7.6,16.0,503.8,29.0,10.0,05:34:03,1589967243,20:11:38,1590019898,0.98,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,20
2020-05-21,48560,1590033600,19.3,7.9,13.4,19.3,7.4,13.2,6.3,63.28,0.0,,0.0,,0.0,0.0,25.9,24.0,113.8,1028.5,2.9,16.0,500.5,28.8,10.0,05:33:17,1590053597,20:12:32,1590106352,1.0,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,21
2020-05-22,47441,1590120000,23.9,12.3,17.8,23.9,12.3,17.8,12.7,73.73,0.74,,8.33,,0.0,0.0,35.3,24.4,119.3,1021.0,51.0,14.5,420.1,22.7,10.0,05:32:32,1590139952,20:13:25,1590192805,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,22
2020-05-23,23012,1590206400,19.4,13.4,16.5,19.4,13.4,16.6,14.7,88.93,17.27,,29.17,,0.0,0.0,55.4,32.6,66.2,1016.4,99.2,9.4,113.8,6.1,3.0,05:31:49,1590226309,20:14:18,1590279258,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,23
2020-05-24,72889,1590292800,19.4,11.2,14.9,19.4,11.2,14.9,8.0,63.8,0.0,,0.0,,0.0,0.0,41.7,25.6,79.4,1023.6,71.3,16.0,403.5,21.8,9.0,05:31:08,1590312668,20:15:10,1590365710,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,24
2020-05-25,67876,1590379200,21.0,13.4,16.6,21.0,13.4,16.6,12.6,77.72,0.03,,4.17,,0.0,0.0,,19.3,64.3,1022.9,66.4,14.6,361.0,19.5,8.0,05:30:29,1590399029,20:16:01,1590452161,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,25
2020-05-26,53062,1590465600,24.4,14.9,18.9,24.4,14.9,18.8,14.5,77.08,0.0,,0.0,,0.0,0.0,,17.8,125.4,1022.7,39.5,12.3,446.7,25.7,9.0,05:29:51,1590485391,20:16:51,1590538611,0.07,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,26
2020-05-27,55071,1590552000,26.1,15.7,19.4,26.1,15.7,19.5,15.4,78.85,0.0,,0.0,,0.0,0.0,25.9,20.9,173.3,1023.1,33.7,14.4,483.9,26.1,10.0,05:29:16,1590571756,20:17:40,1590625060,0.11,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,27
2020-05-28,46091,1590638400,24.0,17.3,20.5,24.0,17.3,20.5,18.0,86.26,0.0,,0.0,,0.0,0.0,46.6,31.9,171.0,1021.1,84.3,14.1,245.1,13.2,5.0,05:28:42,1590658122,20:18:28,1590711508,0.16,Partially cloudy,Partly cloudy throughout the day.,wind,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,28
2020-05-29,53356,1590724800,27.2,18.9,22.6,28.7,18.9,22.7,19.3,82.19,0.99,,12.5,,0.0,0.0,42.5,28.8,172.9,1015.2,67.0,14.2,272.5,14.7,6.0,05:28:10,1590744490,20:19:15,1590797955,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,29
2020-05-30,87081,1590811200,26.9,19.3,22.8,26.4,19.3,22.7,13.1,59.77,0.47,,8.33,,0.0,0.0,35.3,24.1,272.6,1011.6,32.2,15.8,501.2,27.1,10.0,05:27:40,1590830860,20:20:01,1590884401,0.27,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,30
2020-05-31,80706,1590897600,21.1,13.5,17.5,21.1,13.5,17.5,2.7,38.49,0.0,,0.0,,0.0,0.0,52.9,31.8,326.5,1017.3,16.5,16.0,485.9,28.0,10.0,05:27:12,1590917232,20:20:46,1590970846,0.33,Clear,Clear conditions throughout the day.,wind,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,31
2020-06-01,52926,1590984000,20.8,11.1,16.1,20.8,11.1,16.1,1.8,39.03,0.0,,0.0,,0.0,0.0,50.2,26.6,271.9,1021.4,34.7,16.0,432.1,24.9,8.0,05:26:47,1591003607,20:21:29,1591057289,0.38,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,1
2020-06-02,46471,1591070400,22.4,15.1,19.1,22.4,15.1,19.1,6.1,43.12,0.0,,0.0,,0.0,0.0,35.3,25.8,235.5,1015.0,48.9,16.0,285.1,15.4,7.0,05:26:23,1591089983,20:22:12,1591143732,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,2
2020-06-03,28766,1591156800,25.8,16.2,20.9,25.8,16.2,20.9,16.1,75.33,8.2,,33.33,,0.0,0.0,48.1,23.6,224.2,1004.6,27.0,13.8,284.6,16.4,7.0,05:26:01,1591176361,20:22:53,1591230173,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,3
2020-06-04,39659,1591243200,29.1,19.3,23.8,28.7,19.3,23.8,16.4,65.83,0.0,,0.0,,0.0,0.0,37.1,20.8,215.7,1010.2,22.2,16.0,420.2,22.7,8.0,05:25:41,1591262741,20:23:33,1591316613,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,4
2020-06-05,33064,1591329600,26.3,20.7,22.7,26.3,20.7,22.7,19.8,84.85,6.05,,41.67,,0.0,0.0,31.7,19.6,203.0,1012.0,63.9,11.9,169.3,9.1,5.0,05:25:23,1591349123,20:24:11,1591403051,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,5
2020-06-06,56263,1591416000,29.6,21.7,25.1,31.6,21.7,25.4,17.2,67.4,3.58,,25.0,,0.0,0.0,59.0,35.2,233.0,1007.9,37.3,12.7,382.0,22.0,9.0,05:25:07,1591435507,20:24:48,1591489488,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,6
2020-06-07,80441,1591502400,24.3,17.3,21.3,24.3,17.3,21.3,7.5,41.89,0.0,,0.0,,0.0,0.0,44.2,30.5,273.6,1011.8,34.8,16.0,464.3,26.7,10.0,05:24:52,1591521892,20:25:24,1591575924,0.52,Partially cloudy,Becoming cloudy in the afternoon.,wind,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,7
2020-06-08,60847,1591588800,25.8,15.2,21.0,25.8,15.2,21.0,7.2,42.06,0.0,,0.0,,0.0,0.0,31.7,16.8,286.5,1015.7,4.9,16.0,513.5,29.6,10.0,05:24:40,1591608280,20:25:58,1591662358,0.54,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,8
2020-06-09,61666,1591675200,30.3,18.9,25.1,29.8,18.9,25.0,12.1,44.93,0.0,,0.0,,0.0,0.0,37.1,22.8,219.2,1013.4,3.9,16.0,491.5,28.3,9.0,05:24:30,1591694670,20:26:30,1591748790,0.58,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,9
2020-06-10,63108,1591761600,28.5,21.6,24.6,29.5,21.6,24.8,17.1,63.75,0.0,,0.0,,0.0,0.0,48.1,26.9,129.4,1014.3,6.8,15.9,470.9,27.1,9.0,05:24:22,1591781062,20:27:02,1591835222,0.63,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,10
2020-06-11,43845,1591848000,27.8,21.2,23.6,30.2,21.2,23.8,20.4,82.46,1.32,,16.67,,0.0,0.0,38.9,22.8,179.3,1015.0,55.5,14.5,171.0,9.8,5.0,05:24:16,1591867456,20:27:31,1591921651,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,11
2020-06-12,72497,1591934400,28.9,20.6,25.0,27.7,20.6,24.7,12.7,50.59,0.0,,0.0,,0.0,0.0,40.7,19.8,285.7,1017.5,29.9,15.8,441.8,25.4,10.0,05:24:12,1591953852,20:27:59,1592008079,0.72,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,12
2020-06-13,89690,1592020800,23.0,16.1,19.8,23.0,16.1,19.8,6.2,42.09,0.0,,0.0,,0.0,0.0,38.9,22.8,216.2,1021.3,6.9,16.0,518.4,29.9,10.0,05:24:10,1592040250,20:28:25,1592094505,0.77,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,13
2020-06-14,79731,1592107200,22.9,12.8,17.5,22.9,12.8,17.5,6.1,47.5,0.0,,0.0,,0.0,0.0,31.7,19.6,65.9,1027.6,12.6,16.0,514.0,29.6,10.0,05:24:10,1592126650,20:28:50,1592180930,0.81,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,14
2020-06-15,57555,1592193600,23.5,15.1,19.0,23.5,15.1,19.0,9.5,55.58,0.0,,0.0,,0.0,0.0,,21.1,70.6,1028.9,4.1,16.0,440.0,25.3,9.0,05:24:11,1592213051,20:29:13,1592267353,0.86,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,15
2020-06-16,65295,1592280000,24.5,15.7,20.2,24.5,15.7,20.2,10.0,54.18,0.0,,0.0,,0.0,0.0,29.5,22.8,68.6,1027.8,4.0,16.0,503.9,29.0,10.0,05:24:15,1592299455,20:29:34,1592353774,0.9,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,16
2020-06-17,63989,1592366400,25.1,16.1,20.5,25.1,16.1,20.5,13.5,65.51,0.0,,0.0,,0.0,0.0,31.7,24.4,79.7,1024.4,30.4,16.0,412.1,23.7,10.0,05:24:21,1592385861,20:29:53,1592440193,0.94,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,17
2020-06-18,62094,1592452800,24.5,18.8,21.2,24.5,18.8,21.2,17.8,81.58,0.0,,0.0,,0.0,0.0,,18.4,105.0,1021.6,75.3,15.0,294.1,16.9,6.0,05:24:28,1592472268,20:30:10,1592526610,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,18
2020-06-19,79280,1592539200,28.4,19.0,22.8,29.0,19.0,22.9,17.4,73.1,0.0,,0.0,,0.0,0.0,38.9,27.7,194.5,1019.6,54.5,14.6,459.7,26.5,10.0,05:24:37,1592558677,20:30:26,1592613026,0.99,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,19
2020-06-20,80792,1592625600,29.4,21.2,24.7,30.0,21.2,25.0,18.0,66.99,0.0,,0.0,,0.0,0.0,33.5,11.6,193.4,1017.4,12.9,16.0,415.3,23.9,9.0,05:24:48,1592645088,20:30:40,1592699440,1.0,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,20
2020-06-21,72206,1592712000,30.0,21.3,25.0,30.3,21.3,25.3,18.1,66.24,0.0,,0.0,,0.0,0.0,29.5,20.9,180.8,1015.6,11.2,16.0,487.5,28.1,9.0,05:25:01,1592731501,20:30:52,1592785852,0.0,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,21
2020-06-22,59788,1592798400,31.9,22.4,26.7,33.0,22.4,27.2,18.7,62.79,0.0,,0.0,,0.0,0.0,37.1,21.9,218.1,1013.5,9.9,16.0,483.1,27.8,9.0,05:25:16,1592817916,20:31:02,1592872262,0.01,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,22
2020-06-23,67299,1592884800,30.0,23.4,26.1,31.8,23.4,26.6,19.2,66.24,0.0,,0.0,,0.0,0.0,44.6,14.5,129.1,1008.4,5.2,15.8,452.9,26.1,9.0,05:25:33,1592904333,20:31:10,1592958670,0.03,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,23
2020-06-24,66784,1592971200,29.4,23.5,26.3,28.4,23.5,26.0,15.9,56.69,0.0,,0.0,,0.0,0.0,40.1,28.8,206.5,1006.1,22.5,15.1,451.8,26.0,9.0,05:25:51,1592990751,20:31:16,1593045076,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,24
2020-06-25,69578,1593057600,30.0,22.3,25.3,28.8,22.3,25.1,12.4,45.63,0.0,,0.0,,0.0,0.0,38.9,30.8,246.8,1013.7,12.1,16.0,382.7,22.0,9.0,05:26:11,1593077171,20:31:20,1593131480,0.1,Clear,Clear conditions throughout the day.,wind,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,25
2020-06-26,73638,1593144000,30.0,21.2,25.6,28.7,21.2,25.2,13.1,48.8,0.0,,0.0,,0.0,0.0,35.3,11.7,276.6,1013.6,16.1,16.0,450.4,25.9,10.0,05:26:33,1593163593,20:31:22,1593217882,0.14,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,26
2020-06-27,59221,1593230400,26.8,22.2,24.6,27.9,22.2,24.6,17.4,65.48,2.92,,16.67,,0.0,0.0,53.6,14.4,206.9,1008.7,25.9,14.9,159.9,9.2,4.0,05:26:57,1593250017,20:31:22,1593304282,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,27
2020-06-28,69104,1593316800,31.8,22.1,26.1,33.0,22.1,26.6,19.8,70.57,2.55,,8.33,,0.0,0.0,35.3,18.4,146.0,1006.4,22.3,15.3,408.6,23.5,10.0,05:27:22,1593336442,20:31:20,1593390680,0.26,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,28
2020-06-29,61574,1593403200,30.1,20.1,24.3,30.2,20.1,24.4,18.0,70.54,12.04,,4.17,,0.0,0.0,76.0,23.2,258.5,1009.0,26.2,15.7,408.4,23.5,9.0,05:27:48,1593422868,20:31:17,1593477077,0.32,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,29
2020-06-30,65102,1593489600,26.1,19.5,22.3,26.1,19.5,22.3,17.2,73.71,0.0,,0.0,,0.0,0.0,,15.3,145.7,1011.9,29.0,15.6,284.1,16.4,8.0,05:28:17,1593509297,20:31:11,1593563471,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,30
2020-07-01,63406,1593576000,26.3,19.5,22.8,26.3,19.5,22.8,17.9,74.8,0.85,,16.67,,0.0,0.0,33.5,12.0,119.0,1011.4,34.8,15.4,309.7,17.8,8.0,05:28:46,1593595726,20:31:03,1593649863,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,1
2020-07-02,73394,1593662400,33.0,20.6,26.4,32.5,20.6,26.5,17.0,59.76,0.0,,0.0,,0.0,0.0,35.3,14.6,190.5,1009.6,19.0,16.0,450.2,25.9,9.0,05:29:18,1593682158,20:30:53,1593736253,0.46,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,2
